name,address,dong,latitude,longitude,category
삼화야채,서울특별시 영등포구 문래로30길 27,문래동,37.5161286302644,126.900706190944,청과물소매
강남청과,서울특별시 성북구 장위로38길 50-2,장위2동,37.6111679642948,127.051025119882,청과물소매
천우소금,서울특별시 송파구 양재대로 932,가락1동,37.4945258840774,127.108696384278,식료품점
우리집반찬,서울특별시 양천구 오목로7길 28,신월4동,37.5244890749469,126.841200937948,식료품점
비와이푸드,서울특별시 광진구 군자로15길 44,군자동,37.5554530770252,127.073292855864,식료품점
크린플러스유통,서울특별시 금천구 금하로1다길 24,독산1동,37.4533812162419,126.891226996998,식료품점
암사식품,서울특별시 강동구 상암로17길 42,암사1동,37.550145053348,127.132479695913,식료품점
천하,서울특별시 동대문구 왕산로 214,전농1동,37.584191612425,127.051129904848,식료품점
지오유통,서울특별시 은평구 갈현로23길 24-4,갈현2동,37.6176814305118,126.912057833657,식료품점
은서네과일가게,서울특별시 금천구 삼성산길 7,시흥3동,37.4341568007495,126.904222635766,청과물소매
윤호미트,서울특별시 동대문구 한천로46길 70-2,장안2동,37.5814930729676,127.072109712873,육류소매
만진물산,서울특별시 동대문구 정릉천동로 122,제기동,37.5831160867466,127.036266245966,식료품점
우리야채,서울특별시 강서구 양천로57길 37,가양2동,37.5659254837251,126.852048479234,청과물소매
평택농산,서울특별시 서초구 양재대로12길 36,양재2동,37.4586746463738,127.036622154298,청과물소매
순이푸드,서울특별시 강북구 삼양로155나길 4-3,우이동,37.657560238703,127.011277904385,수산물소매
공신상회,서울특별시 동대문구 경동시장로 3-1,제기동,37.5793329452055,127.040843641755,청과물소매
이우농산,서울특별시 양천구 중앙로48길 60,신정4동,37.5242205941759,126.858038925898,청과물소매
풍미식품,서울특별시 성북구 화랑로5길 36,월곡2동,37.604152848424,127.0392679346,식료품점
형제참기름,서울특별시 중랑구 동일로96길 20,면목5동,37.5845989182875,127.080970574143,식료품점
깨비쌀농산,서울특별시 구로구 고척로21다길 13,개봉1동,37.5034561137124,126.8446024124,청과물소매
오케이,서울특별시 중구 퇴계로56길 22,광희동,37.5628511298252,127.005784774315,식료품점
태화청과,서울특별시 마포구 월드컵로 235,성산2동,37.565187393384,126.898468863512,청과물소매
남양주축협가공센타서울분사,서울특별시 중랑구 봉화산로56길 153,신내1동,37.6014802834714,127.096765138128,육류소매
세원유통,서울특별시 송파구 양산로4길 16,거여2동,37.4891982031743,127.144945380036,청과물소매
명일수산,서울특별시 강동구 양재대로138길 21,명일1동,37.5497059134332,127.145160020695,수산물소매
바로푸드,서울특별시 도봉구 도당로13길 29-14,방학2동,37.6656065115643,127.03412386061,청과물소매
